ley,0.23546243739411912
gobierno,0.17609125905568124
pp,0.16110587821702888
general,0.13632035849133212
psoe,0.13632035849133212
casado,0.13012397855990793
consejo,0.13012397855990793
sánchez,0.12392759862848374
líder,0.11153483876563537
díaz,0.11153483876563537
congreso,0.11153483876563537
política,0.10533845883421118
fiscal,0.099142078902787
ministros,0.099142078902787
pedro,0.099142078902787
fuentes,0.099142078902787
reforma,0.099142078902787
ministra,0.099142078902787
electoral,0.09294569897136282
nacional,0.09294569897136282
ejecutivo,0.09294569897136282
agentes,0.09294569897136282
tribunal,0.08674931903993863
moncloa,0.08674931903993863
izquierda,0.08674931903993863
octubre,0.08674931903993863
ayuso,0.08055293910851444
generales,0.08055293910851444
actual,0.08055293910851444
presidenta,0.08055293910851444
